rank,net_worth,full_name,age,gender,country_of_citizenship,city_of_residence,business_category,self_made,wealth_status
1575,1,Chuanhua Xu & family,88,Male,China,Hangzhou,Manufacturing,True,Decreased
1575,1,Zhang Hongwei,68,Male,China,Beijing,Diversified,True,Decreased
1575,1,Anita Zucker,71,Female,United States,Charleston,Manufacturing,False,Increased
1647,1,Cameron Adams,43,Male,Australia,Sydney,Technology,True,Decreased
1647,1,Faisal Bin Qassim Al Thani,75,Male,Qatar,Doha,Diversified,True,Decreased
1647,1,Leslie Alexander,79,Male,United States,Houston,Sports,True,Remained Even
1647,1,Masaaki Arai,57,Male,Japan,Tokyo,Real Estate,True,Decreased
1647,1,Sabrina Benetton,49,Female,Italy,Treviso,Fashion & Retail,False,Increased
1647,1,Sanjeev Bikhchandani,59,Male,India,Delhi,Technology,True,Decreased
1647,1,O. Francis Biondi,58,Male,United States,New York,Finance & Investments,True,Remained Even
1647,1,Alejandro Bulgheroni,78,Male,Argentina,Manantiales,Energy,False,Decreased
1647,1,R.G. Chandramogan,74,Male,India,Chennai,Food & Beverage,True,Decreased
1647,1,Binod Chaudhary,67,Male,Nepal,Kathmandu,Diversified,False,Increased
1647,1,Tim Cook,62,Male,United States,Cupertino,Technology,True,Decreased
1647,1,Mark Coombs,62,Male,United Kingdom,London,Finance & Investments,True,Remained Even
1647,1,John de Mol,68,Male,Netherlands,Blaricum,Media & Entertainment,True,Remained Even
1647,1,D. Leopoldo Del Pino,60,Male,Spain,Madrid,Construction & Engineering,False,Decreased
1647,1,Diao Zhizhong,59,Male,China,Beijing,Technology,True,Increased
1647,1,Robert Duggan,78,Male,United States,Clearwater,Healthcare,True,Decreased
1647,1,James France,78,Male,United States,Daytona Beach,Sports,False,Remained Even
1647,1,Phillip Frost,86,Male,United States,Miami Beach,Healthcare,True,Decreased
1647,1,Jayme Garfinkel & family,77,Male,Brazil,Sao Paulo,Finance & Investments,False,Increased
1647,1,Christopher Goldsbury,80,Male,United States,San Antonio,Food & Beverage,False,Remained Even
1647,1,Yusuf Hamied,86,Male,India,Mumbai,Healthcare,False,Decreased
1647,1,Brian Higgins,58,Male,United States,New York,Finance & Investments,True,Remained Even
1647,1,Wei Huang,63,Male,China,Hangzhou,Real Estate,True,Increased
1647,1,Yintai Jiang & family,72,Male,China,Shanghai,Automotive,True,Increased
1647,1,Lei Jin,57,Male,China,Changchun,Healthcare,True,Increased
1647,1,Jin Lei & family,68,Male,China,Beijing,Healthcare,True,Increased
1647,1,Valentin Kipyatkov,46,Male,Cyprus,Peyia,Technology,True,Decreased
1647,1,Koo Kwang-mo,45,Male,South Korea,Seoul,Diversified,False,Increased
1647,1,George Kurtz,52,Male,United States,Paradise Valley,Technology,True,Decreased
1647,1,Joe Lacob,67,Male,United States,Atherton,Sports,True,Increased
1647,1,Joe Lau,33,Male,United States,Stanford,Technology,True,Decreased
1647,1,Louise Lindh,43,Female,Sweden,Stockholm,Diversified,False,Increased
1647,1,Luo Yangyong & family,47,Male,China,Panzhihua,Metals & Mining,True,Decreased
1647,1,Joao Roberto Marinho,69,Male,Brazil,Rio de Janeiro,Media & Entertainment,False,Decreased
1647,1,Jose Roberto Marinho,67,Male,Brazil,Rio de Janeiro,Media & Entertainment,False,Decreased
1647,1,Roberto Irineu Marinho,75,Male,Brazil,Rio de Janeiro,Media & Entertainment,False,Decreased
1647,1,Gary Michelson,74,Male,United States,Los Angeles,Healthcare,True,Remained Even
1647,1,Robert G. Miller,77,Male,Canada,Montreal,Technology,True,Remained Even
1647,1,David Mindus,51,Male,Sweden,Stockholm,Real Estate,True,Decreased
1647,1,Mofatraj Munot,78,Male,India,Mumbai,Real Estate,True,Increased
1647,1,Ezra Nahmad,77,Male,Monaco,Monte Carlo,Finance & Investments,False,Increased
1647,1,Satyanarayan Nuwal,70,Male,India,Nagpur,Manufacturing,True,Increased
1647,1,Nihat Ozdemir,72,Male,Turkey,Ankara,Diversified,True,Decreased
1647,1,Benjamin Zhengmin Pan & family,53,Male,China,Shenzhen,Technology,True,Decreased
1647,1,Pierre Karl Péladeau,61,Male,Canada,Montreal,Media & Entertainment,False,Remained Even
1647,1,Ronald Perelman,80,Male,United States,New York,Finance & Investments,True,Decreased
1647,1,Olivier Pomel,46,Male,France,New York,Technology,True,Decreased
1647,1,Krit Ratanarak,76,Male,Thailand,Bangkok,Media & Entertainment,False,Remained Even
1647,1,Vinod Saraf,70,Male,India,Mumbai,Manufacturing,True,Decreased
1647,1,Anatoly Sedykh,58,Male,Russia,Moscow,Metals & Mining,True,Returned to List
1647,1,Genhuo Shao,57,Male,China,Beijing,Food & Beverage,True,Decreased
1647,1,Shen Xiqiang & family,75,Male,China,Yixing,Energy,True,Decreased
1647,1,S.D. Shibulal,68,Male,India,Bangalore,Technology,True,Decreased
1647,1,Suh Kyung-bae,60,Male,South Korea,Seoul,Fashion & Retail,False,Decreased
1647,1,Sze Man Bok,73,Male,China,Jinjiang,Manufacturing,True,Decreased
1647,1,Jim Thompson,83,Male,United States,Hong Kong,Logistics,True,Increased
1647,1,Tran Dinh Long,62,Male,Vietnam,Hanoi,Manufacturing,True,Decreased
1647,1,Alan Trefler,67,Male,United States,Brookline,Technology,True,Decreased
1647,1,Riaz Valani,46,Male,United States,Malibu,Finance & Investments,True,Decreased
1647,1,Pieter van der Does,53,Male,Netherlands,Amsterdam,Technology,True,Decreased
1647,1,Martin Viessmann,69,Male,Germany,Allendorf,Manufacturing,False,Decreased
1647,1,Nikil Viswanathan,35,Male,United States,San Francisco,Technology,True,Decreased
1647,1,Todd Wagner,62,Male,United States,Dallas,Media & Entertainment,True,Decreased
1647,1,Evan Williams,51,Male,United States,San Francisco,Technology,True,Decreased
1647,1,Kie Chie Wong,75,Male,Malaysia,Sydney,Metals & Mining,False,Increased
1647,1,Thomas Wu,72,Male,Taiwan,Taipei,Finance & Investments,False,Decreased
1647,1,Wu Yingming,56,Male,China,Ningde,Energy,True,Decreased
1647,1,Amy Wyss,52,Female,United States,Wilson,Healthcare,False,Decreased
1647,1,Yan Zhi,50,Male,China,Wuhan,Real Estate,True,Decreased
1647,1,Alan Zekelman,60,Male,Canada,Bloomfield Hills,Manufacturing,False,Increased
1647,1,Zhang Li,70,Male,China,Guangzhou,Real Estate,True,Decreased
1725,1,Marc Andreessen,51,Male,United States,Atherton,Finance & Investments,True,Remained Even
1725,1,Lesley Bamberger,57,Male,Netherlands,Amsterdam,Real Estate,False,Increased
1725,1,Bang Si-hyuk,50,Male,South Korea,Seoul,Media & Entertainment,True,Decreased
1725,1,David Booth,77,Male,United States,Austin,Finance & Investments,True,Remained Even
1725,1,Jim Breyer,61,Male,United States,Austin,Technology,True,Decreased
1725,1,Kommer Damen,79,Male,Netherlands,Gorinchem,Manufacturing,False,Decreased
1725,1,Carl DeSantis,83,Male,United States,Delray Beach,Food & Beverage,True,Increased
1725,1,Marek Dospiva,53,Male,Czech Republic,Prague,Finance & Investments,True,Increased
1725,1,Keith Dunleavy & family,53,Male,United States,Annapolis,Healthcare,True,Remained Even
1725,1,John Elkann,47,Male,Italy,Turin,Finance & Investments,False,Decreased
1725,1,Francois Feuillet & family,74,Male,France,Paris,Automotive,False,Decreased
1725,1,Yasuhiro Fukushima,75,Male,Japan,Tokyo,Media & Entertainment,True,Decreased
1725,1,Mario Gabelli,81,Male,United States,Greenwich,Finance & Investments,True,Decreased
1725,1,Rolf Gerling,68,Male,Germany,Zurich,Finance & Investments,False,Remained Even
1725,1,John Goff,67,Male,United States,Fort Worth,Real Estate,True,Increased
1725,1,Alexandre Grendene Bartelle,73,Male,Brazil,Porto Alegre,Fashion & Retail,True,Decreased
1725,1,Gerry Harvey,83,Male,Australia,Sydney,Fashion & Retail,True,Decreased
1725,1,He Zhaoxi,49,Male,China,Shenzhen,Technology,True,Remained Even
1725,1,William Heinecke,73,Male,Thailand,Bangkok,Real Estate,True,Remained Even
1725,1,Jay Hennick,66,Male,Canada,Toronto,Finance & Investments,True,Decreased
1725,1,Ilkka Herlin,64,Male,Finland,Helsinki,Manufacturing,False,Increased
1725,1,Asok Kumar Hiranandani,68,Male,Singapore,Singapore,Real Estate,False,Increased
1725,1,Hal Jackman,90,Male,Canada,Toronto,Finance & Investments,True,Decreased
1725,1,Keeree Kanjanapas,72,Male,Thailand,Bangkok,Real Estate,True,Decreased
1725,1,Osman Kibar,52,Male,United States,La Jolla,Healthcare,True,Decreased
1725,1,Kim Chang-soo,62,Male,South Korea,Seoul,Fashion & Retail,True,Decreased
1725,1,Mustafa Kucuk,59,Male,Turkey,Istanbul,Fashion & Retail,True,Increased
1725,1,Christopher Kwok,37,Male,Hong Kong,Hong Kong,Real Estate,False,Increased
1725,1,Edward Kwok,42,Male,Hong Kong,Hong Kong,Real Estate,False,Increased
1725,1,Lai Jianfa,53,Male,China,Shanghai,Logistics,True,Increased
1725,1,Lau Cho Kun,87,Male,Malaysia,"Tawau, Sabah",Diversified,False,Decreased
1725,1,Alexis Lê-Quôc,48,Male,United States,New York,Technology,True,Decreased
1725,1,Lei Jufang,70,Female,China,Lanzhou,Healthcare,True,Decreased
1725,1,James Leininger,78,Male,United States,San Antonio,Healthcare,True,Remained Even
1725,1,Xuhui Li,54,Female,China,Foshan,Food & Beverage,True,Decreased
1725,1,Jimmy John Liautaud,59,Male,United States,Key Largo,Food & Beverage,True,Remained Even
1725,1,Lin Lairong & family,54,Male,China,Bayannur,Metals & Mining,True,Decreased
1725,1,Duncan MacMillan,85,Male,United States,Princeton,Finance & Investments,True,Increased
1725,1,Yusaku Maezawa,47,Male,Japan,Chiba,Technology,True,Decreased
1725,1,Ilson Mateus & family,60,Male,Brazil,Sao Luis,Fashion & Retail,True,Increased
1725,1,Meng Qingshan & family,74,Male,China,Langfang,Manufacturing,True,Increased
1725,1,Alberto Palatchi,73,Male,Spain,Madrid,Fashion & Retail,True,Remained Even
1725,1,Mrudula Parekh,75,Female,India,Mumbai,Manufacturing,False,Decreased
1725,1,Dragos Paval,56,Male,Romania,Bacau,Fashion & Retail,True,Increased
1725,1,Jorge Perez,73,Male,United States,Miami,Real Estate,True,Remained Even
1725,1,Dmitry Pumpyansky,59,Male,Russia,Moscow,Metals & Mining,True,Returned to List
1725,1,Jinsheng Ren & family,60,Male,China,Nanjing,Healthcare,True,Increased
1725,1,Brian Roberts,63,Male,United States,Philadelphia,Media & Entertainment,False,Increased
1725,1,"Joe Rogers, Jr.",76,Male,United States,Atlanta,Food & Beverage,False,Decreased
1725,1,Ruan Shuilong & family,87,Male,China,Shangyu,Manufacturing,True,Decreased
1725,1,Paul Saville,67,Male,United States,Palm Beach,Real Estate,True,Increased
1725,1,Ivan Savvidis & family,64,Male,Russia,Rostov-on-Don,Diversified,True,Increased
1725,1,Keiichi Shibahara,58,Male,Japan,Tokyo,Healthcare,True,Increased
1725,1,Rajju Shroff,89,Male,India,Mumbai,Manufacturing,True,Decreased
1725,1,Sun Huaiqing & family,53,Male,China,Guangzhou,Fashion & Retail,True,Increased
1725,1,Alain Taravella,75,Male,France,Paris,Real Estate,True,Decreased
1725,1,Jonathan Tisch,69,Male,United States,New York,Diversified,False,Increased
1725,1,Kenneth Tuchman,63,Male,United States,Denver,Service,True,Decreased
1725,1,Wang Chou-hsiong,82,Male,Taiwan,Yunlin,Manufacturing,True,Decreased
1725,1,Wang Minwen,59,Male,China,Beijing,Technology,True,Decreased
1725,1,Tom Werner,72,Male,United States,Los Angeles,Sports,True,Increased
1725,1,Stephen Winn,76,Male,United States,Dallas,Real Estate,True,Remained Even
1725,1,Ian Wood & family,80,Male,United Kingdom,Aberdeen,Energy,False,Remained Even
1725,1,Wu Lanlan & family,49,Female,China,Shenzhen,Manufacturing,True,Decreased
1725,1,Xu Bingzhong,49,Male,China,Shenzhen,Food & Beverage,True,Increased
1725,1,Yang Xuegang,58,Male,China,Beijing,Manufacturing,True,Decreased
1725,1,Vladimir Yevtushenkov,74,Male,Russia,Moscow,Telecom,True,Remained Even
1725,1,David Zalik,49,Male,United States,Atlanta,Technology,True,Decreased
1725,1,Zhang Xiaojuan,53,Female,China,Shanghai,Logistics,True,Decreased
1725,1,Zheng Xiaodong,59,Male,China,Shanghai,Manufacturing,True,Decreased
1725,1,Zhong Ruonong & family,60,Female,China,Zhuzhou,Manufacturing,True,Decreased
1804,1,Noubar Afeyan,60,Male,United States,Lexington,Healthcare,True,Decreased
1804,1,Syed Mokhtar AlBukhary,71,Male,Malaysia,Kuala Lumpur,Construction & Engineering,True,Increased
1804,1,"Herbert Allen, Jr. & family",83,Male,United States,New York,Finance & Investments,False,Remained Even
1804,1,Clifford Asness,56,Male,United States,Greenwich,Finance & Investments,True,Remained Even
1804,1,Louis Bacon,66,Male,United States,Oyster Bay,Finance & Investments,True,Remained Even
1804,1,Bai Baokun,53,Male,China,Dongguan,Manufacturing,True,Decreased
1804,1,Christian Birkenstock,50,Male,Germany,Kitzbuhel,Fashion & Retail,False,Decreased
1804,1,Josef Boquoi & family,89,Male,Germany,Straelen,Food & Beverage,True,Decreased
1804,1,Chen Tianshi,38,Male,China,Beijing,Technology,True,Remained Even
1804,1,Chen Yung-tai,87,Male,Taiwan,Taipei,Real Estate,True,Decreased
1804,1,Chey Tae-won,62,Male,South Korea,Seoul,Technology,False,Decreased
1804,1,Ivan Chrenko,55,Male,Slovakia,Bratislava,Real Estate,True,Decreased
1804,1,Robert Clark,64,Male,United States,St. Louis,Construction & Engineering,True,Remained Even
1804,1,Jack Cockwell,82,Male,Canada,Toronto,Finance & Investments,True,Decreased
1804,1,Tench Coxe,65,Male,United States,Palo Alto,Finance & Investments,True,Decreased
1804,1,Jim Crane,69,Male,United States,Houston,Sports,True,Increased
1804,1,Norbert Dentressangle,68,Male,France,Lyon,Logistics,True,Decreased
1804,1,Jamie Dimon,67,Male,United States,New York,Finance & Investments,True,Remained Even
1804,1,Daniel Dines,51,Male,Romania,New York,Technology,True,Decreased
1804,1,Alfredo Egydio Arruda Villela Filho,53,Male,Brazil,Sao Paulo,Finance & Investments,False,Decreased
1804,1,Gary Fegel,49,Male,Switzerland,Gstaad,Metals & Mining,True,Remained Even
1804,1,"William Foley, II.",78,Male,United States,Las Vegas,Finance & Investments,True,Increased
1804,1,Richard Fortin,74,Male,Canada,Boucherville,Fashion & Retail,True,Increased
1804,1,Gao Yi & family,54,Male,China,Changsha,Healthcare,True,Increased
1804,1,Giammaria Giuliani,45,Male,Switzerland,Montagnola,Healthcare,False,Decreased
1804,1,Bill Gross,78,Male,United States,Laguna Beach,Finance & Investments,True,Remained Even
1804,1,Sue Gross,73,Female,United States,Laguna Beach,Finance & Investments,False,Remained Even
1804,1,Timothy Headington,72,Male,United States,Dallas,Energy,False,Increased
1804,1,Ilona Herlin,58,Female,Finland,Helsinki,Manufacturing,False,Increased
1804,1,David Hoffmann,70,Male,United States,Naples,Diversified,True,Increased
1804,1,Stanley Hubbard,89,Male,United States,St. Paul,Media & Entertainment,False,Decreased
1804,1,Hui Lin Chit,69,Male,China,Jinjiang,Manufacturing,True,Decreased
1804,1,Tianjiang Jia & family,60,Male,China,Yinchuan,Metals & Mining,True,Decreased
1804,1,Zhaobai Jiang,59,Male,China,Shanghai,Real Estate,True,Decreased
1804,1,Sergei Katsiev,65,Male,Russia,Moscow,Fashion & Retail,True,Returned to List
1804,1,Randal J. Kirk,69,Male,United States,Manalapan,Healthcare,True,Remained Even
1804,1,William Koch,82,Male,United States,Palm Beach,Energy,False,Remained Even
1804,1,Pyotr Kondrashev,73,Male,Russia,Wien,Manufacturing,True,Increased
1804,1,Eiichi Kuriwada,76,Male,Japan,Osaka,Logistics,True,Decreased
1804,1,Robert Langer,74,Male,United States,Boston,Healthcare,True,Remained Even
1804,1,Anthony Langley,68,Male,United Kingdom,Nottinghamshire,Diversified,True,Decreased
1804,1,Li Sze Lim,66,Male,Hong Kong,Guangzhou,Real Estate,True,Remained Even
1804,1,Li Wa,57,Male,Hong Kong,Shenzhen,Real Estate,True,Decreased
1804,1,Li Weiwei,46,Male,China,Shanghai,Technology,True,Decreased
1804,1,Liang Qin & family,51,Female,China,Yangzhou,Technology,True,Decreased
1804,1,Vincent Lo,75,Male,Hong Kong,Hong Kong,Real Estate,False,Remained Even
1804,1,Terence (Terry) Matthews,80,Male,Canada,Ottawa,Telecom,True,Remained Even
1804,1,Jim McKelvey,57,Male,United States,St. Louis,Technology,True,Decreased
1804,1,P.N.C. Menon,74,Male,Oman,Dubai,Real Estate,True,Returned to List
1804,1,Massimo Moratti,77,Male,Italy,Milan,Energy,False,Increased
1804,1,Liora Ofer,69,Female,Israel,Tel Aviv,Finance & Investments,False,Decreased
1804,1,Stefan Pierer,66,Male,Austria,Wels,Automotive,True,Increased
1804,1,Andreas Pohl,58,Male,Germany,Marburg,Finance & Investments,False,Increased
1804,1,"Reinfried Pohl, Jr.",63,Male,Germany,Marburg,Finance & Investments,False,Increased
1804,1,Michael Polsky,74,Male,United States,Chicago,Energy,True,Increased
1804,1,Francisco Jose Riberas Mera,58,Male,Spain,Madrid,Manufacturing,False,Increased
1804,1,Juan Maria Riberas Mera,54,Male,Spain,Madrid,Metals & Mining,False,Returned to List
1804,1,Andres Santo Domingo,44,Male,United States,New York,Food & Beverage,False,Remained Even
1804,1,Sathien Sathientham,68,Male,Thailand,Bangkok,Food & Beverage,True,Remained Even
1804,1,Shang Xiaobo & family,49,Male,China,Hefei,Manufacturing,True,Decreased
1804,1,Yuri Shefler,55,Male,Russia,Geneva,Food & Beverage,True,Increased
1804,1,Evgeny (Eugene) Shvidler,59,Male,United States,London,Metals & Mining,True,Remained Even
1804,1,Ryan Smith,44,Male,United States,Provo,Technology,True,Remained Even
1804,1,Zakhar Smushkin,61,Male,Russia,Saint Petersburg,Diversified,True,Returned to List
1804,1,Peter Sperling,63,Male,United States,Phoenix,Service,False,Remained Even
1804,1,Laurie Tisch,72,Female,United States,New York,Diversified,False,Increased
1804,1,Steven Tisch,74,Male,United States,Beverly Hills,Diversified,False,Increased
1804,1,Michael Tojner,57,Male,Austria,Vienna,Manufacturing,True,Decreased
1804,1,August Troendle,67,Male,United States,Cincinnati,Healthcare,True,Increased
1804,1,Sekar Vembu,51,Male,India,Chennai,Technology,True,Increased
1804,1,Chris Wallin,70,Male,Australia,Brisbane,Energy,True,Returned to List
1804,1,Wang Changtian,57,Male,China,Beijing,Media & Entertainment,True,Decreased
1804,1,Ning Wang & family,36,Male,China,Beijing,Media & Entertainment,True,Decreased
1804,1,Scott Watterson,67,Male,United States,Logan,Technology,True,Remained Even
1804,1,Dan Wilks,66,Male,United States,Cisco,Energy,True,Increased
1804,1,Anthony Wood,57,Male,United States,Palo Alto,Technology,True,Decreased
1804,1,Wu Ying,58,Male,China,Xianyang,Manufacturing,True,Decreased
1804,1,Wu Yulan,53,Female,China,Lianyungang,Healthcare,True,Decreased
1804,1,Zhongyi Wu,49,Male,China,Xiamen,Technology,True,Decreased
1804,1,Xiang Guangming & family,59,Male,China,Wenzhou,Manufacturing,True,Decreased
1804,1,Xue Xiangdong & family,64,Male,China,Beijing,Technology,True,Decreased
1804,1,George Yancopoulos,63,Male,United States,Yorktown Heights,Healthcare,True,Increased
1804,1,Steven Meng Yang & family,40,Male,China,Changsha,Technology,True,Decreased
1804,1,Ye Fan & family,52,Male,China,Dongguan,Automotive,True,Decreased
1804,1,Yi Dasheng,62,Male,China,Changsha,Diversified,True,Decreased
1804,1,Yu Lili,55,Female,China,Changsha,Manufacturing,True,Decreased
1804,1,Zeng Kaitian,48,Male,China,Shanghai,Technology,True,Decreased
1804,1,Zhang Xuexin & family,75,Male,China,Liaocheng,Metals & Mining,True,Decreased
1804,1,Yubai Zhang,58,Male,China,Suqian,Food & Beverage,True,Decreased
1804,1,Fredrik Österberg,52,Male,Sweden,Stockholm,Gambling & Casinos,True,Increased
1905,1,Aziz Akhannouch & family,62,Male,Morocco,Casablanca,Diversified,False,Decreased
1905,1,Hamdi Akin & family,68,Male,Turkey,Istanbul,Diversified,True,Remained Even
1905,1,Nerio Alessandri,61,Male,Italy,Cesena,Manufacturing,True,Increased
